,provincia,poblacion,total,nuevas,probables,lat,lng,created_at
380,Sto. Domingo Tsáchilas,511151,393,6,118,-0.254167,-79.171944,16/01/2021
381,Sucumbíos,230503,101,0,3,0.084722,-76.882778,16/01/2021
382,Tungurahua,590600,353,2,312,-1.241667,-78.619722,16/01/2021
383,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,16/01/2021
384,Azuay,881394,228,0,20,-2.897414,-79.004481,17/01/2021
385,Bolívar,209933,73,0,15,-1.605556,-79.003056,17/01/2021
386,Carchi,186869,141,0,2,0.81218,-77.71633,17/01/2021
387,Cañar,281396,105,0,6,-2.733333,-78.833333,17/01/2021
388,Chimborazo,524004,361,0,124,-1.674347,-78.648294,17/01/2021
389,Cotopaxi,488716,326,0,65,-0.933333,-78.616667,17/01/2021
390,El Oro,715751,585,0,211,-3.266667,-79.966667,17/01/2021
391,Esmeraldas,591083,242,0,55,1.05,-79.2,17/01/2021
392,Galápagos,33042,6,0,2,-0.7999999999999999,-89.4,17/01/2021
393,Guayas,4387434,1870,2,1694,-2.183333,-79.883333,17/01/2021
394,Imbabura,476257,222,0,17,0.362678,-78.130667,17/01/2021
395,Loja,521154,247,0,47,-3.983333,-79.2,17/01/2021
396,Los Ríos,921763,363,0,242,-1.8,-79.533333,17/01/2021
397,Manabí,1562079,1355,1,1064,-1.056181,-80.455217,17/01/2021
398,Morona Santiago,196535,37,0,0,-2.3,-78.116667,17/01/2021
399,Napo,133705,79,0,3,-0.989,-77.8159,17/01/2021
400,Orellana,161338,53,0,18,-0.466667,-76.966667,17/01/2021
401,Pastaza,114202,65,0,17,-1.066667,-78.001111,17/01/2021
402,Pichincha,3228233,2061,0,289,-0.218611,-78.509722,17/01/2021
403,Santa Elena,401178,392,0,280,-2.2267,-80.8583,17/01/2021
404,Sto. Domingo Tsáchilas,511151,393,0,118,-0.254167,-79.171944,17/01/2021
405,Sucumbíos,230503,101,0,3,0.084722,-76.882778,17/01/2021
406,Tungurahua,590600,353,0,312,-1.241667,-78.619722,17/01/2021
407,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,17/01/2021
408,Azuay,881394,228,0,20,-2.897414,-79.004481,18/01/2021
409,Bolívar,209933,73,0,15,-1.605556,-79.003056,18/01/2021
410,Carchi,186869,141,0,2,0.81218,-77.71633,18/01/2021
411,Cañar,281396,105,0,6,-2.733333,-78.833333,18/01/2021
412,Chimborazo,524004,361,0,124,-1.674347,-78.648294,18/01/2021
413,Cotopaxi,488716,326,0,65,-0.933333,-78.616667,18/01/2021
414,El Oro,715751,585,0,211,-3.266667,-79.966667,18/01/2021
415,Esmeraldas,591083,242,0,55,1.05,-79.2,18/01/2021
416,Galápagos,33042,6,0,2,-0.7999999999999999,-89.4,18/01/2021
417,Guayas,4387434,1872,2,1694,-2.183333,-79.883333,18/01/2021
418,Imbabura,476257,222,0,17,0.362678,-78.130667,18/01/2021
419,Loja,521154,247,0,47,-3.983333,-79.2,18/01/2021
420,Los Ríos,921763,363,0,242,-1.8,-79.533333,18/01/2021
421,Manabí,1562079,1356,1,1064,-1.056181,-80.455217,18/01/2021
422,Morona Santiago,196535,37,0,0,-2.3,-78.116667,18/01/2021
423,Napo,133705,79,0,3,-0.989,-77.8159,18/01/2021
424,Orellana,161338,53,0,18,-0.466667,-76.966667,18/01/2021
425,Pastaza,114202,65,0,17,-1.066667,-78.001111,18/01/2021
426,Pichincha,3228233,2061,0,289,-0.218611,-78.509722,18/01/2021
427,Santa Elena,401178,392,0,280,-2.2267,-80.8583,18/01/2021
428,Sto. Domingo Tsáchilas,511151,393,0,118,-0.254167,-79.171944,18/01/2021
429,Sucumbíos,230503,101,0,3,0.084722,-76.882778,18/01/2021
430,Tungurahua,590600,353,0,312,-1.241667,-78.619722,18/01/2021
431,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,18/01/2021
432,Azuay,881394,245,17,20,-2.897414,-79.004481,19/01/2021
433,Bolívar,209933,73,0,15,-1.605556,-79.003056,19/01/2021
434,Carchi,186869,148,7,2,0.81218,-77.71633,19/01/2021
435,Cañar,281396,108,3,6,-2.733333,-78.833333,19/01/2021
436,Chimborazo,524004,363,2,124,-1.674347,-78.648294,19/01/2021
437,Cotopaxi,488716,328,2,65,-0.933333,-78.616667,19/01/2021
438,El Oro,715751,594,9,211,-3.266667,-79.966667,19/01/2021
439,Esmeraldas,591083,243,1,55,1.05,-79.2,19/01/2021
440,Galápagos,33042,6,0,2,-0.7999999999999999,-89.4,19/01/2021
441,Guayas,4387434,1874,2,1695,-2.183333,-79.883333,19/01/2021
442,Imbabura,476257,222,0,17,0.362678,-78.130667,19/01/2021
443,Loja,521154,247,0,47,-3.983333,-79.2,19/01/2021
444,Los Ríos,921763,363,0,242,-1.8,-79.533333,19/01/2021
445,Manabí,1562079,1357,1,1065,-1.056181,-80.455217,19/01/2021
446,Morona Santiago,196535,38,1,0,-2.3,-78.116667,19/01/2021
447,Napo,133705,79,0,3,-0.989,-77.8159,19/01/2021
448,Orellana,161338,54,1,18,-0.466667,-76.966667,19/01/2021
449,Pastaza,114202,65,0,17,-1.066667,-78.001111,19/01/2021
450,Pichincha,3228233,2063,2,289,-0.218611,-78.509722,19/01/2021
451,Santa Elena,401178,392,0,280,-2.2267,-80.8583,19/01/2021
452,Sto. Domingo Tsáchilas,511151,398,5,118,-0.254167,-79.171944,19/01/2021
453,Sucumbíos,230503,102,1,3,0.084722,-76.882778,19/01/2021
454,Tungurahua,590600,357,4,312,-1.241667,-78.619722,19/01/2021
455,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,19/01/2021
456,Azuay,881394,245,0,20,-2.897414,-79.004481,20/01/2021
457,Bolívar,209933,73,0,15,-1.605556,-79.003056,20/01/2021
458,Carchi,186869,148,0,2,0.81218,-77.71633,20/01/2021
459,Cañar,281396,108,0,6,-2.733333,-78.833333,20/01/2021
460,Chimborazo,524004,365,2,124,-1.674347,-78.648294,20/01/2021
461,Cotopaxi,488716,328,0,65,-0.933333,-78.616667,20/01/2021
462,El Oro,715751,594,0,211,-3.266667,-79.966667,20/01/2021
463,Esmeraldas,591083,243,0,55,1.05,-79.2,20/01/2021
464,Galápagos,33042,7,1,2,-0.7999999999999999,-89.4,20/01/2021
465,Guayas,4387434,1877,3,1695,-2.183333,-79.883333,20/01/2021
466,Imbabura,476257,222,0,17,0.362678,-78.130667,20/01/2021
467,Loja,521154,248,1,47,-3.983333,-79.2,20/01/2021
468,Los Ríos,921763,363,0,242,-1.8,-79.533333,20/01/2021
469,Manabí,1562079,1360,3,1067,-1.056181,-80.455217,20/01/2021
470,Morona Santiago,196535,38,0,0,-2.3,-78.116667,20/01/2021
471,Napo,133705,79,0,3,-0.989,-77.8159,20/01/2021
472,Orellana,161338,54,0,18,-0.466667,-76.966667,20/01/2021
473,Pastaza,114202,65,0,17,-1.066667,-78.001111,20/01/2021
474,Pichincha,3228233,2075,12,307,-0.218611,-78.509722,20/01/2021
475,Santa Elena,401178,393,1,280,-2.2267,-80.8583,20/01/2021
476,Sto. Domingo Tsáchilas,511151,398,0,118,-0.254167,-79.171944,20/01/2021
477,Sucumbíos,230503,102,0,3,0.084722,-76.882778,20/01/2021
478,Tungurahua,590600,369,12,312,-1.241667,-78.619722,20/01/2021
479,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,20/01/2021
480,Azuay,881394,247,2,20,-2.897414,-79.004481,21/01/2021
481,Bolívar,209933,73,0,15,-1.605556,-79.003056,21/01/2021
482,Carchi,186869,149,1,2,0.81218,-77.71633,21/01/2021
483,Cañar,281396,108,0,6,-2.733333,-78.833333,21/01/2021
484,Chimborazo,524004,366,1,124,-1.674347,-78.648294,21/01/2021
485,Cotopaxi,488716,328,0,67,-0.933333,-78.616667,21/01/2021
486,El Oro,715751,598,4,213,-3.266667,-79.966667,21/01/2021
487,Esmeraldas,591083,245,2,56,1.05,-79.2,21/01/2021
488,Galápagos,33042,7,0,2,-0.7999999999999999,-89.4,21/01/2021
489,Guayas,4387434,1895,18,1697,-2.183333,-79.883333,21/01/2021
490,Imbabura,476257,224,2,17,0.362678,-78.130667,21/01/2021
491,Loja,521154,249,1,48,-3.983333,-79.2,21/01/2021
492,Los Ríos,921763,363,0,242,-1.8,-79.533333,21/01/2021
493,Manabí,1562079,1372,12,1070,-1.056181,-80.455217,21/01/2021
494,Morona Santiago,196535,38,0,0,-2.3,-78.116667,21/01/2021
495,Napo,133705,79,0,3,-0.989,-77.8159,21/01/2021
496,Orellana,161338,55,1,19,-0.466667,-76.966667,21/01/2021
497,Pastaza,114202,65,0,17,-1.066667,-78.001111,21/01/2021
498,Pichincha,3228233,2082,7,309,-0.218611,-78.509722,21/01/2021
499,Santa Elena,401178,404,11,280,-2.2267,-80.8583,21/01/2021
500,Sto. Domingo Tsáchilas,511151,401,3,118,-0.254167,-79.171944,21/01/2021
501,Sucumbíos,230503,106,4,3,0.084722,-76.882778,21/01/2021
502,Tungurahua,590600,373,4,314,-1.241667,-78.619722,21/01/2021
503,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,21/01/2021
504,Azuay,881394,249,2,20,-2.897414,-79.004481,22/01/2021
505,Bolívar,209933,73,0,15,-1.605556,-79.003056,22/01/2021
506,Carchi,186869,153,4,2,0.81218,-77.71633,22/01/2021
507,Cañar,281396,108,0,6,-2.733333,-78.833333,22/01/2021
508,Chimborazo,524004,366,0,124,-1.674347,-78.648294,22/01/2021
509,Cotopaxi,488716,329,1,72,-0.933333,-78.616667,22/01/2021
510,El Oro,715751,602,4,213,-3.266667,-79.966667,22/01/2021
511,Esmeraldas,591083,246,1,56,1.05,-79.2,22/01/2021
512,Galápagos,33042,7,0,2,-0.7999999999999999,-89.4,22/01/2021
513,Guayas,4387434,1910,15,1697,-2.183333,-79.883333,22/01/2021
514,Imbabura,476257,224,0,17,0.362678,-78.130667,22/01/2021
515,Loja,521154,249,0,48,-3.983333,-79.2,22/01/2021
516,Los Ríos,921763,364,1,242,-1.8,-79.533333,22/01/2021
517,Manabí,1562079,1373,1,1070,-1.056181,-80.455217,22/01/2021
518,Morona Santiago,196535,38,0,0,-2.3,-78.116667,22/01/2021
519,Napo,133705,79,0,3,-0.989,-77.8159,22/01/2021
520,Orellana,161338,55,0,19,-0.466667,-76.966667,22/01/2021
521,Pastaza,114202,65,0,17,-1.066667,-78.001111,22/01/2021
522,Pichincha,3228233,2082,0,310,-0.218611,-78.509722,22/01/2021
523,Santa Elena,401178,405,1,280,-2.2267,-80.8583,22/01/2021
524,Sto. Domingo Tsáchilas,511151,401,0,118,-0.254167,-79.171944,22/01/2021
525,Sucumbíos,230503,106,0,3,0.084722,-76.882778,22/01/2021
526,Tungurahua,590600,373,0,314,-1.241667,-78.619722,22/01/2021
527,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,22/01/2021
528,Azuay,881394,249,0,20,-2.897414,-79.004481,23/01/2021
529,Bolívar,209933,73,0,15,-1.605556,-79.003056,23/01/2021
530,Carchi,186869,154,1,2,0.81218,-77.71633,23/01/2021
531,Cañar,281396,108,0,6,-2.733333,-78.833333,23/01/2021
532,Chimborazo,524004,366,0,124,-1.674347,-78.648294,23/01/2021
533,Cotopaxi,488716,330,1,74,-0.933333,-78.616667,23/01/2021
534,El Oro,715751,605,3,213,-3.266667,-79.966667,23/01/2021
535,Esmeraldas,591083,246,0,56,1.05,-79.2,23/01/2021
536,Galápagos,33042,7,0,2,-0.7999999999999999,-89.4,23/01/2021
537,Guayas,4387434,1924,14,1699,-2.183333,-79.883333,23/01/2021
538,Imbabura,476257,228,4,17,0.362678,-78.130667,23/01/2021
539,Loja,521154,252,3,48,-3.983333,-79.2,23/01/2021
540,Los Ríos,921763,365,1,242,-1.8,-79.533333,23/01/2021
541,Manabí,1562079,1374,1,1070,-1.056181,-80.455217,23/01/2021
542,Morona Santiago,196535,38,0,0,-2.3,-78.116667,23/01/2021
543,Napo,133705,79,0,3,-0.989,-77.8159,23/01/2021
544,Orellana,161338,55,0,19,-0.466667,-76.966667,23/01/2021
545,Pastaza,114202,65,0,17,-1.066667,-78.001111,23/01/2021
546,Pichincha,3228233,2083,1,310,-0.218611,-78.509722,23/01/2021
547,Santa Elena,401178,406,1,280,-2.2267,-80.8583,23/01/2021
548,Sto. Domingo Tsáchilas,511151,401,0,118,-0.254167,-79.171944,23/01/2021
549,Sucumbíos,230503,106,0,3,0.084722,-76.882778,23/01/2021
550,Tungurahua,590600,373,0,314,-1.241667,-78.619722,23/01/2021
551,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,23/01/2021
552,Azuay,881394,249,0,20,-2.897414,-79.004481,24/01/2021
553,Bolívar,209933,73,0,15,-1.605556,-79.003056,24/01/2021
554,Carchi,186869,156,2,2,0.81218,-77.71633,24/01/2021
555,Cañar,281396,108,0,6,-2.733333,-78.833333,24/01/2021
556,Chimborazo,524004,366,0,124,-1.674347,-78.648294,24/01/2021
557,Cotopaxi,488716,331,1,76,-0.933333,-78.616667,24/01/2021
558,El Oro,715751,610,5,213,-3.266667,-79.966667,24/01/2021
559,Esmeraldas,591083,246,0,56,1.05,-79.2,24/01/2021
560,Galápagos,33042,7,0,2,-0.7999999999999999,-89.4,24/01/2021
561,Guayas,4387434,1925,1,1699,-2.183333,-79.883333,24/01/2021
562,Imbabura,476257,228,0,17,0.362678,-78.130667,24/01/2021
563,Loja,521154,255,3,48,-3.983333,-79.2,24/01/2021
564,Los Ríos,921763,365,0,242,-1.8,-79.533333,24/01/2021
565,Manabí,1562079,1378,4,1070,-1.056181,-80.455217,24/01/2021
566,Morona Santiago,196535,38,0,0,-2.3,-78.116667,24/01/2021
567,Napo,133705,80,1,3,-0.989,-77.8159,24/01/2021
568,Orellana,161338,55,0,19,-0.466667,-76.966667,24/01/2021
569,Pastaza,114202,65,0,17,-1.066667,-78.001111,24/01/2021
570,Pichincha,3228233,2083,0,310,-0.218611,-78.509722,24/01/2021
571,Santa Elena,401178,406,0,280,-2.2267,-80.8583,24/01/2021
572,Sto. Domingo Tsáchilas,511151,401,0,118,-0.254167,-79.171944,24/01/2021
573,Sucumbíos,230503,107,1,3,0.084722,-76.882778,24/01/2021
574,Tungurahua,590600,380,7,314,-1.241667,-78.619722,24/01/2021
575,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,24/01/2021
576,Azuay,881394,249,0,20,-2.897414,-79.004481,25/01/2021
577,Bolívar,209933,73,0,15,-1.605556,-79.003056,25/01/2021
578,Carchi,186869,156,0,2,0.81218,-77.71633,25/01/2021
579,Cañar,281396,108,0,6,-2.733333,-78.833333,25/01/2021
580,Chimborazo,524004,366,0,125,-1.674347,-78.648294,25/01/2021
581,Cotopaxi,488716,335,4,77,-0.933333,-78.616667,25/01/2021
582,El Oro,715751,615,5,213,-3.266667,-79.966667,25/01/2021
583,Esmeraldas,591083,246,0,56,1.05,-79.2,25/01/2021
584,Galápagos,33042,8,1,2,-0.7999999999999999,-89.4,25/01/2021
585,Guayas,4387434,1925,0,1699,-2.183333,-79.883333,25/01/2021
586,Imbabura,476257,228,0,17,0.362678,-78.130667,25/01/2021
587,Loja,521154,255,0,48,-3.983333,-79.2,25/01/2021
588,Los Ríos,921763,365,0,242,-1.8,-79.533333,25/01/2021
589,Manabí,1562079,1381,3,1070,-1.056181,-80.455217,25/01/2021
590,Morona Santiago,196535,38,0,0,-2.3,-78.116667,25/01/2021
591,Napo,133705,80,0,3,-0.989,-77.8159,25/01/2021
592,Orellana,161338,55,0,19,-0.466667,-76.966667,25/01/2021
593,Pastaza,114202,65,0,17,-1.066667,-78.001111,25/01/2021
594,Pichincha,3228233,2083,0,310,-0.218611,-78.509722,25/01/2021
595,Santa Elena,401178,406,0,280,-2.2267,-80.8583,25/01/2021
596,Sto. Domingo Tsáchilas,511151,401,0,118,-0.254167,-79.171944,25/01/2021
597,Sucumbíos,230503,107,0,3,0.084722,-76.882778,25/01/2021
598,Tungurahua,590600,380,0,315,-1.241667,-78.619722,25/01/2021
599,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,25/01/2021
600,Azuay,881394,251,2,20,-2.897414,-79.004481,26/01/2021
601,Bolívar,209933,73,0,15,-1.605556,-79.003056,26/01/2021
602,Carchi,186869,160,4,2,0.81218,-77.71633,26/01/2021
603,Cañar,281396,108,0,6,-2.733333,-78.833333,26/01/2021
604,Chimborazo,524004,366,0,125,-1.674347,-78.648294,26/01/2021
605,Cotopaxi,488716,335,0,78,-0.933333,-78.616667,26/01/2021
606,El Oro,715751,622,7,213,-3.266667,-79.966667,26/01/2021
607,Esmeraldas,591083,246,0,56,1.05,-79.2,26/01/2021
608,Galápagos,33042,8,0,3,-0.7999999999999999,-89.4,26/01/2021
609,Guayas,4387434,1927,2,1699,-2.183333,-79.883333,26/01/2021
610,Imbabura,476257,228,0,17,0.362678,-78.130667,26/01/2021
611,Loja,521154,255,0,48,-3.983333,-79.2,26/01/2021
612,Los Ríos,921763,365,0,242,-1.8,-79.533333,26/01/2021
613,Manabí,1562079,1385,4,1070,-1.056181,-80.455217,26/01/2021
614,Morona Santiago,196535,38,0,0,-2.3,-78.116667,26/01/2021
615,Napo,133705,80,0,3,-0.989,-77.8159,26/01/2021
616,Orellana,161338,55,0,19,-0.466667,-76.966667,26/01/2021
617,Pastaza,114202,65,0,17,-1.066667,-78.001111,26/01/2021
618,Pichincha,3228233,2083,0,310,-0.218611,-78.509722,26/01/2021
619,Santa Elena,401178,407,1,280,-2.2267,-80.8583,26/01/2021
620,Sto. Domingo Tsáchilas,511151,401,0,118,-0.254167,-79.171944,26/01/2021
621,Sucumbíos,230503,107,0,3,0.084722,-76.882778,26/01/2021
622,Tungurahua,590600,386,6,316,-1.241667,-78.619722,26/01/2021
623,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,26/01/2021
624,Azuay,881394,257,6,20,-2.897414,-79.004481,27/01/2021
625,Bolívar,209933,73,0,15,-1.605556,-79.003056,27/01/2021
626,Carchi,186869,162,2,2,0.81218,-77.71633,27/01/2021
627,Cañar,281396,108,0,6,-2.733333,-78.833333,27/01/2021
628,Chimborazo,524004,366,0,125,-1.674347,-78.648294,27/01/2021
629,Cotopaxi,488716,338,3,79,-0.933333,-78.616667,27/01/2021
630,El Oro,715751,624,2,213,-3.266667,-79.966667,27/01/2021
631,Esmeraldas,591083,246,0,56,1.05,-79.2,27/01/2021
632,Galápagos,33042,8,0,3,-0.7999999999999999,-89.4,27/01/2021
633,Guayas,4387434,1928,1,1699,-2.183333,-79.883333,27/01/2021
634,Imbabura,476257,229,1,17,0.362678,-78.130667,27/01/2021
635,Loja,521154,256,1,48,-3.983333,-79.2,27/01/2021
636,Los Ríos,921763,365,0,246,-1.8,-79.533333,27/01/2021
637,Manabí,1562079,1390,5,1070,-1.056181,-80.455217,27/01/2021
638,Morona Santiago,196535,38,0,0,-2.3,-78.116667,27/01/2021
639,Napo,133705,80,0,3,-0.989,-77.8159,27/01/2021
640,Orellana,161338,55,0,19,-0.466667,-76.966667,27/01/2021
641,Pastaza,114202,65,0,17,-1.066667,-78.001111,27/01/2021
642,Pichincha,3228233,2087,4,310,-0.218611,-78.509722,27/01/2021
643,Santa Elena,401178,407,0,280,-2.2267,-80.8583,27/01/2021
644,Sto. Domingo Tsáchilas,511151,402,1,118,-0.254167,-79.171944,27/01/2021
645,Sucumbíos,230503,108,1,3,0.084722,-76.882778,27/01/2021
646,Tungurahua,590600,387,1,319,-1.241667,-78.619722,27/01/2021
647,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,27/01/2021
648,Azuay,881394,261,4,22,-2.897414,-79.004481,28/01/2021
649,Bolívar,209933,74,1,15,-1.605556,-79.003056,28/01/2021
650,Carchi,186869,163,1,3,0.81218,-77.71633,28/01/2021
651,Cañar,281396,109,1,6,-2.733333,-78.833333,28/01/2021
652,Chimborazo,524004,367,1,125,-1.674347,-78.648294,28/01/2021
653,Cotopaxi,488716,338,0,79,-0.933333,-78.616667,28/01/2021
654,El Oro,715751,625,1,213,-3.266667,-79.966667,28/01/2021
655,Esmeraldas,591083,246,0,56,1.05,-79.2,28/01/2021
656,Galápagos,33042,8,0,3,-0.7999999999999999,-89.4,28/01/2021
657,Guayas,4387434,1943,15,1702,-2.183333,-79.883333,28/01/2021
658,Imbabura,476257,229,0,17,0.362678,-78.130667,28/01/2021
659,Loja,521154,258,2,48,-3.983333,-79.2,28/01/2021
660,Los Ríos,921763,365,0,246,-1.8,-79.533333,28/01/2021
661,Manabí,1562079,1402,12,1071,-1.056181,-80.455217,28/01/2021
662,Morona Santiago,196535,39,1,0,-2.3,-78.116667,28/01/2021
663,Napo,133705,80,0,3,-0.989,-77.8159,28/01/2021
664,Orellana,161338,55,0,19,-0.466667,-76.966667,28/01/2021
665,Pastaza,114202,67,2,17,-1.066667,-78.001111,28/01/2021
666,Pichincha,3228233,2096,9,312,-0.218611,-78.509722,28/01/2021
667,Santa Elena,401178,407,0,280,-2.2267,-80.8583,28/01/2021
668,Sto. Domingo Tsáchilas,511151,404,2,118,-0.254167,-79.171944,28/01/2021
669,Sucumbíos,230503,108,0,3,0.084722,-76.882778,28/01/2021
670,Tungurahua,590600,387,0,320,-1.241667,-78.619722,28/01/2021
671,Zamora Chinchipe,120416,56,0,1,-4.12,-78.8,28/01/2021
672,Azuay,881394,263,2,22,-2.897414,-79.004481,29/01/2021
673,Bolívar,209933,74,0,15,-1.605556,-79.003056,29/01/2021
674,Carchi,186869,164,1,3,0.81218,-77.71633,29/01/2021
675,Cañar,281396,109,0,6,-2.733333,-78.833333,29/01/2021
676,Chimborazo,524004,368,1,125,-1.674347,-78.648294,29/01/2021
677,Cotopaxi,488716,338,0,79,-0.933333,-78.616667,29/01/2021
678,El Oro,715751,628,3,213,-3.266667,-79.966667,29/01/2021
679,Esmeraldas,591083,246,0,56,1.05,-79.2,29/01/2021
680,Galápagos,33042,8,0,3,-0.7999999999999999,-89.4,29/01/2021
681,Guayas,4387434,1947,4,1702,-2.183333,-79.883333,29/01/2021
682,Imbabura,476257,231,2,17,0.362678,-78.130667,29/01/2021
683,Loja,521154,260,2,48,-3.983333,-79.2,29/01/2021
684,Los Ríos,921763,365,0,246,-1.8,-79.533333,29/01/2021
685,Manabí,1562079,1409,7,1071,-1.056181,-80.455217,29/01/2021
686,Morona Santiago,196535,39,0,0,-2.3,-78.116667,29/01/2021
687,Napo,133705,80,0,3,-0.989,-77.8159,29/01/2021
688,Orellana,161338,55,0,19,-0.466667,-76.966667,29/01/2021
689,Pastaza,114202,67,0,17,-1.066667,-78.001111,29/01/2021
690,Pichincha,3228233,2104,8,312,-0.218611,-78.509722,29/01/2021
691,Santa Elena,401178,407,0,280,-2.2267,-80.8583,29/01/2021
692,Sto. Domingo Tsáchilas,511151,407,3,118,-0.254167,-79.171944,29/01/2021
693,Sucumbíos,230503,108,0,3,0.084722,-76.882778,29/01/2021
694,Tungurahua,590600,389,2,320,-1.241667,-78.619722,29/01/2021
695,Zamora Chinchipe,120416,57,1,1,-4.12,-78.8,29/01/2021
696,Azuay,881394,267,4,22,-2.897414,-79.004481,30/01/2021
697,Bolívar,209933,75,1,15,-1.605556,-79.003056,30/01/2021
698,Carchi,186869,165,1,3,0.81218,-77.71633,30/01/2021
699,Cañar,281396,109,0,6,-2.733333,-78.833333,30/01/2021
700,Chimborazo,524004,386,18,125,-1.674347,-78.648294,30/01/2021
701,Cotopaxi,488716,343,5,79,-0.933333,-78.616667,30/01/2021
702,El Oro,715751,629,1,213,-3.266667,-79.966667,30/01/2021
703,Esmeraldas,591083,247,1,56,1.05,-79.2,30/01/2021
704,Galápagos,33042,8,0,3,-0.7999999999999999,-89.4,30/01/2021
705,Guayas,4387434,1948,1,1702,-2.183333,-79.883333,30/01/2021
706,Imbabura,476257,231,0,17,0.362678,-78.130667,30/01/2021
707,Loja,521154,261,1,48,-3.983333,-79.2,30/01/2021
708,Los Ríos,921763,365,0,246,-1.8,-79.533333,30/01/2021
709,Manabí,1562079,1411,2,1071,-1.056181,-80.455217,30/01/2021
710,Morona Santiago,196535,39,0,0,-2.3,-78.116667,30/01/2021
711,Napo,133705,80,0,3,-0.989,-77.8159,30/01/2021
712,Orellana,161338,56,1,20,-0.466667,-76.966667,30/01/2021
713,Pastaza,114202,67,0,17,-1.066667,-78.001111,30/01/2021
714,Pichincha,3228233,2108,4,312,-0.218611,-78.509722,30/01/2021
715,Santa Elena,401178,407,0,280,-2.2267,-80.8583,30/01/2021
716,Sto. Domingo Tsáchilas,511151,412,5,118,-0.254167,-79.171944,30/01/2021
717,Sucumbíos,230503,108,0,3,0.084722,-76.882778,30/01/2021
718,Tungurahua,590600,389,0,322,-1.241667,-78.619722,30/01/2021
719,Zamora Chinchipe,120416,58,1,1,-4.12,-78.8,30/01/2021
720,Azuay,881394,267,0,22,-2.897414,-79.004481,31/01/2021
721,Bolívar,209933,75,0,15,-1.605556,-79.003056,31/01/2021
722,Carchi,186869,166,1,3,0.81218,-77.71633,31/01/2021
723,Cañar,281396,109,0,6,-2.733333,-78.833333,31/01/2021
724,Chimborazo,524004,386,0,125,-1.674347,-78.648294,31/01/2021
725,Cotopaxi,488716,343,0,79,-0.933333,-78.616667,31/01/2021
726,El Oro,715751,631,2,213,-3.266667,-79.966667,31/01/2021
727,Esmeraldas,591083,247,0,56,1.05,-79.2,31/01/2021
728,Galápagos,33042,8,0,3,-0.7999999999999999,-89.4,31/01/2021
729,Guayas,4387434,1949,1,1702,-2.183333,-79.883333,31/01/2021
730,Imbabura,476257,231,0,17,0.362678,-78.130667,31/01/2021
731,Loja,521154,261,0,48,-3.983333,-79.2,31/01/2021
732,Los Ríos,921763,365,0,246,-1.8,-79.533333,31/01/2021
733,Manabí,1562079,1412,1,1071,-1.056181,-80.455217,31/01/2021
734,Morona Santiago,196535,39,0,0,-2.3,-78.116667,31/01/2021
735,Napo,133705,80,0,3,-0.989,-77.8159,31/01/2021
736,Orellana,161338,56,0,20,-0.466667,-76.966667,31/01/2021
737,Pastaza,114202,67,0,17,-1.066667,-78.001111,31/01/2021
738,Pichincha,3228233,2108,0,312,-0.218611,-78.509722,31/01/2021
739,Santa Elena,401178,407,0,280,-2.2267,-80.8583,31/01/2021
740,Sto. Domingo Tsáchilas,511151,414,2,118,-0.254167,-79.171944,31/01/2021
741,Sucumbíos,230503,108,0,3,0.084722,-76.882778,31/01/2021
742,Tungurahua,590600,390,1,322,-1.241667,-78.619722,31/01/2021
743,Zamora Chinchipe,120416,58,0,1,-4.12,-78.8,31/01/2021
744,Azuay,881394,267,0,22,-2.897414,-79.004481,01/02/2021
745,Bolívar,209933,75,0,15,-1.605556,-79.003056,01/02/2021
746,Carchi,186869,167,1,3,0.81218,-77.71633,01/02/2021
747,Cañar,281396,109,0,6,-2.733333,-78.833333,01/02/2021
